customer_id,subscription_date,last_activity_date,plan_type,monthly_price,total_payment,total_watch_hours,region,total_sessions
CUST1823,2025-04-07,2025-06-29,Premium,15.99,33.14,111.3,US,136
CUST1824,2024-02-18,2025-07-07,Standard,10.99,193.2,891.1,Germany,624
CUST1825,2025-05-04,2025-07-10,Premium,15.99,30.27,124.7,Germany,80
CUST1826,2024-06-25,2024-12-08,Premium,15.99,81.93,223.9,France,350
CUST1827,2023-07-20,2025-02-07,Basic,6.99,124.82,789.6,US,450
CUST1828,2023-11-25,2024-11-10,Basic,6.99,69.81,513.1,France,242
CUST1829,2024-04-12,2025-07-03,Basic,6.99,88.36,624.7,US,532
CUST1830,2024-11-14,2025-06-30,Standard,10.99,71.07,349.7,India,252
CUST1831,2024-04-06,2025-02-25,Premium,15.99,164.67,626.8,US,520
CUST1832,2024-06-13,2025-06-29,Standard,10.99,133.65,499.0,US,504
CUST1833,2024-08-22,2025-07-06,Standard,10.99,111.07,495.3,France,460
CUST1834,2025-03-17,2025-06-18,Basic,6.99,19.01,113.2,France,60
CUST1835,2023-10-05,2025-06-26,Premium,15.99,333.73,1077.4,US,1113
CUST1836,2024-08-06,2025-06-21,Premium,15.99,408.08102436005600,506.3,UK,680
CUST1837,2025-01-31,2025-07-03,Basic,6.99,34.23,334.3,US,110
CUST1838,2024-10-02,2025-04-09,Standard,10.99,67.59,320.0,India,258
CUST1839,2024-08-31,2025-06-20,Basic,6.99,66.43,538.1,France,180
CUST1840,2023-11-15,2025-07-02,Standard,10.99,220.67,855.4,France,855
CUST1841,2024-01-20,2024-11-02,Standard,10.99,99.29,388.6,UK,351
CUST1842,2023-12-26,2025-07-07,Basic,6.99,134.83,1019.2,US,576
CUST1843,2025-06-09,2025-06-28,Standard,10.99,10.75,56.7,Germany,33
CUST1844,2024-08-29,2024-09-21,Standard,10.99,11.84,64.8,France,38
CUST1845,2024-07-15,2025-07-11,Standard,10.99,125.03,467.4,UK,516
CUST1846,2025-06-03,2025-06-27,Standard,10.99,10.51,36.5,France,33
CUST1847,2024-12-17,2025-06-23,Basic,6.99,38.19,368.5,US,174
CUST1848,2024-01-01,2025-06-20,Standard,10.99,197.87,1019.4,UK,629
CUST1849,2025-03-13,2025-07-11,Standard,10.99,43.23,265.7,US,208
CUST1850,2024-06-07,2024-11-06,Standard,10.99,51.97,304.4,US,160
CUST1851,2025-01-17,2025-07-16,Basic,6.99,39.69,419.9,US,156
CUST1852,2025-06-08,2025-06-25,Standard,10.99,11.87,50.3,UK,39
CUST1853,2024-12-30,2025-06-30,Premium,15.99,102.35,449.4,UK,252
CUST1854,2023-08-03,2025-06-30,Basic,6.99,162.49,1472.8,France,483
CUST1855,2023-12-03,2025-03-25,Standard,10.99,168.68,906.2,UK,660
CUST1856,2023-08-15,2025-07-02,Basic,6.99,152.99,974.4,UK,616
CUST1857,2024-07-10,2025-07-10,Standard,10.99,292.45271279835100,539.7,US,528
CUST1858,2025-04-01,2025-06-28,Basic,6.99,15.14,113.2,US,72
CUST1859,2024-05-29,2025-06-25,Standard,10.99,132.17,631.7,France,468
CUST1860,2024-08-02,2025-06-22,Standard,10.99,108.11,674.7,US,490
CUST1861,2023-11-03,2024-07-18,Standard,10.99,85.19,304.0,France,376
CUST1862,2025-04-09,2025-06-19,Standard,10.99,21.97,85.5,Germany,88
CUST1863,2024-07-10,2025-07-14,Standard,10.99,130.76,690.6,UK,564
CUST1864,2025-03-03,2025-06-17,Standard,10.99,33.09,113.5,UK,159
CUST1865,2024-11-01,2025-03-19,Basic,6.99,25.95,196.3,US,124
CUST1866,2024-01-17,2025-06-18,Basic,6.99,119.14,871.7,US,680
CUST1867,2024-07-18,2025-03-27,Premium,15.99,121.33,515.3,Germany,552
CUST1868,2024-09-26,2025-02-02,Basic,6.99,26.19,174.9,US,108
CUST1869,2024-09-13,2024-09-13,Standard,10.99,10.03,66.9,US,31
CUST1870,2024-07-30,2025-06-18,Premium,15.99,168.3,581.1,UK,410
CUST1871,2023-12-15,2025-06-28,Basic,6.99,123.99,1125.2,UK,432
CUST1872,2023-10-01,2024-08-01,Standard,10.99,230.31494287907000,539.4,US,300
CUST1873,2023-08-18,2024-12-06,Standard,10.99,172.35,713.6,US,765
CUST1874,2023-12-14,2024-10-11,Premium,15.99,165.63,518.2,US,430
CUST1875,2024-11-08,2025-07-16,Premium,15.99,127.17,337.1,UK,360
CUST1876,2024-02-21,2025-06-17,Standard,10.99,171.9,815.4,Germany,832
CUST1877,2024-08-14,2025-07-01,Basic,6.99,68.17,382.1,France,320
CUST1878,2024-12-20,2025-03-31,Standard,10.99,33.89,154.3,US,144
CUST1879,2023-11-06,2025-06-24,Standard,10.99,208.59,1101.0,US,760
CUST1880,2025-05-21,2025-06-21,Standard,10.99,11.76,36.8,India,42
CUST1881,2023-09-24,2024-12-31,Basic,6.99,112.71,664.2,US,405
CUST1882,2024-07-28,2025-07-11,Basic,6.99,71.82,704.7,US,286
CUST1883,2024-03-27,2024-08-28,Standard,10.99,50.95,317.0,UK,210
CUST1884,2024-03-12,2025-06-24,Standard,10.99,169.15,570.2,Germany,450
CUST1885,2023-09-29,2025-06-22,Standard,10.99,221.61,833.0,UK,735
CUST1886,2024-03-28,2025-07-02,Standard,10.99,148.98,813.5,India,540
CUST1887,2024-04-13,2025-02-21,Premium,15.99,172.33,433.6,Germany,550
CUST1888,2025-05-01,2025-06-25,Standard,10.99,10.39,64.3,France,44
CUST1889,2024-06-19,2025-07-14,Basic,6.99,98.67,456.8,Germany,507
CUST1890,2025-03-03,2025-03-30,Basic,6.99,7.29,67.3,US,21
CUST1891,2024-01-17,2025-06-28,Basic,6.99,125.07,826.9,US,595
CUST1892,2024-06-23,2025-06-22,Premium,15.99,180.42,909.5,France,672
CUST1893,2024-02-26,2025-07-05,Standard,10.99,166.49,605.3,India,848
CUST1894,2025-05-18,2025-07-15,Standard,10.99,11.04,60.1,US,44
CUST1895,2025-04-18,2025-05-10,Standard,10.99,10.27,31.8,India,32
CUST1896,2024-02-01,2025-06-18,Standard,10.99,169.0,744.0,US,528
CUST1897,2025-04-27,2025-07-16,Premium,15.99,30.84,153.7,US,102
CUST1898,2025-04-28,2025-06-27,Standard,10.99,20.48,111.9,US,68
CUST1899,2025-06-08,2025-06-18,Basic,6.99,11.09946654800260,62.8,UK,36
