customer_id,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,CLV,Customer_segment,Next_Best_Action,plan_type
CUST788,92 days,792,198.34,4,5,5,4.5,1983.4,Loyal,Upsell to premium plan + referral program,Standard
CUST789,97 days,164,47.23,4,2,2,3.0,472.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST790,77 days,296,84.21,5,3,3,4.0,842.1,Loyal,Upsell to premium plan + referral program,Standard
CUST791,92 days,470,146.67,4,4,4,4.0,1466.7,Loyal,Upsell to premium plan + referral program,Premium
CUST792,181 days,423,107.55,2,3,3,2.5,1075.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST793,77 days,210,64.33,5,2,2,3.5,643.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST794,103 days,68,22.32,3,1,2,2.2,223.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST795,97 days,294,103.58,4,3,3,3.5,1035.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST796,105 days,186,40.47,3,2,2,2.5,404.7,At Risk,Win-back campaign + survey for feedback,Basic
CUST797,340 days,275,57.33,1,3,2,1.8,573.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST798,185 days,33,10.19,2,1,1,1.5,101.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST799,104 days,352,73.68,3,3,3,3.0,736.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST800,266 days,322,71.46,1,3,3,2.0,714.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST801,128 days,45,11.67,2,1,1,1.5,116.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST802,83 days,224,52.82,5,2,2,3.5,528.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST803,172 days,55,11.47,2,1,1,1.5,114.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST804,84 days,40,15.22,5,1,1,3.0,152.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST805,97 days,1242,369.81,4,5,5,4.5,3698.1,Loyal,Upsell to premium plan + referral program,Premium
CUST806,298 days,51,16.12,1,1,1,1.0,161.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST807,90 days,646,207.18,4,4,5,4.2,2071.8,Loyal,Upsell to premium plan + referral program,Standard
CUST808,258 days,37,6.75,1,1,1,1.0,67.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST809,278 days,490,109.36,1,4,3,2.3,1093.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST810,100 days,697,277.42,3,5,5,4.0,2774.2,Loyal,Upsell to premium plan + referral program,Premium
CUST811,363 days,165,60.29,1,2,2,1.5,602.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST812,102 days,374,83.62,3,3,3,3.0,836.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST813,84 days,350,273.01,5,3,5,4.4,2730.1,Loyal,Upsell to premium plan + referral program,Standard
CUST814,245 days,183,51.7,1,2,2,1.5,517.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST815,418 days,451,120.11,1,4,4,2.5,1201.1,At Risk,Win-back campaign + survey for feedback,Standard
CUST816,101 days,893,215.39,3,5,5,4.0,2153.9,Loyal,Upsell to premium plan + referral program,Standard
CUST817,100 days,1078,260.88,3,5,5,4.0,2608.8,Loyal,Upsell to premium plan + referral program,Standard
CUST818,177 days,33,10.75,2,1,1,1.5,107.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST819,205 days,260,99.26,2,3,3,2.5,992.6,At Risk,Win-back campaign + survey for feedback,Basic
CUST820,238 days,748,183.68,1,5,5,3.0,1836.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST821,87 days,148,28.53,5,2,2,3.5,285.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST822,101 days,43,11.45,3,1,1,2.0,114.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST823,84 days,396,137.16,5,3,4,4.2,1371.6,Loyal,Upsell to premium plan + referral program,Basic
CUST824,266 days,352,83.43,1,3,3,2.0,834.3,At Risk,Win-back campaign + survey for feedback,Standard
CUST825,100 days,456,139.35,3,4,4,3.5,1393.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST826,77 days,212,44.14,5,2,2,3.5,441.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST827,432 days,357,73.37,1,3,3,2.0,733.7,At Risk,Win-back campaign + survey for feedback,Standard
CUST828,95 days,110,36.88,4,2,2,3.0,368.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST829,214 days,26,7.06,2,1,1,1.5,70.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST830,197 days,25,7.22,2,1,1,1.5,72.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST831,380 days,585,138.81,1,4,4,2.5,1388.1,At Risk,Win-back campaign + survey for feedback,Premium
CUST832,79 days,816,175.18,5,5,4,4.8,1751.8,VIP,Offer exclusive content + loyalty rewards,Standard
CUST833,99 days,360,134.98,3,3,4,3.2,1349.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST834,192 days,190,34.29,2,2,2,2.0,342.9,At Risk,Win-back campaign + survey for feedback,Basic
CUST835,386 days,396,113.6,1,3,3,2.0,1136.0,At Risk,Win-back campaign + survey for feedback,Standard
CUST836,196 days,258,104.8,2,3,3,2.5,1048.0,At Risk,Win-back campaign + survey for feedback,Premium
CUST837,100 days,969,304.51,3,5,5,4.0,3045.1,Loyal,Upsell to premium plan + referral program,Premium
CUST838,243 days,245,57.52,1,2,2,1.5,575.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST839,231 days,148,27.46,2,2,2,2.0,274.6,At Risk,Win-back campaign + survey for feedback,Basic
CUST840,194 days,196,47.51,2,2,2,2.0,475.1,At Risk,Win-back campaign + survey for feedback,Basic
CUST841,180 days,152,27.44,2,2,2,2.0,274.4,At Risk,Win-back campaign + survey for feedback,Basic
CUST842,268 days,276,82.36,1,3,3,2.0,823.6,At Risk,Win-back campaign + survey for feedback,Basic
CUST843,193 days,160,56.41,2,2,2,2.0,564.1,At Risk,Win-back campaign + survey for feedback,Basic
CUST844,95 days,140,35.25,4,2,2,3.0,352.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST845,104 days,924,230.66,3,5,5,4.0,2306.6,Loyal,Upsell to premium plan + referral program,Standard
CUST846,82 days,549,133.4,5,4,4,4.5,1334.0,Loyal,Upsell to premium plan + referral program,Premium
CUST847,99 days,444,131.78,3,4,4,3.5,1317.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST848,96 days,1134,313.57,4,5,5,4.5,3135.7,Loyal,Upsell to premium plan + referral program,Premium
CUST849,85 days,660,152.52,5,4,4,4.5,1525.2,Loyal,Upsell to premium plan + referral program,Standard
CUST850,89 days,111,22.78,4,2,2,3.0,227.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST851,89 days,792,246.85,4,5,5,4.5,2468.5,Loyal,Upsell to premium plan + referral program,Standard
CUST852,357 days,222,43.28,1,2,2,1.5,432.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST853,312 days,45,10.77,1,1,1,1.0,107.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST854,89 days,93,35.67,4,2,2,3.0,356.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST855,418 days,344,131.45,1,3,4,2.2,1314.5,At Risk,Win-back campaign + survey for feedback,Premium
CUST856,101 days,546,103.13,3,4,3,3.3,1031.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST857,87 days,455,88.48,5,4,3,4.3,884.8,Loyal,Upsell to premium plan + referral program,Basic
CUST858,97 days,882,366.68,4,5,5,4.5,3666.8,Loyal,Upsell to premium plan + referral program,Premium
CUST859,99 days,378,133.88,3,3,4,3.2,1338.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST860,204 days,32,11.77,2,1,1,1.5,117.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST861,210 days,165,30.81,2,2,2,2.0,308.1,At Risk,Win-back campaign + survey for feedback,Standard
CUST862,79 days,384,91.55,5,3,3,4.0,915.5,Loyal,Upsell to premium plan + referral program,Premium
CUST863,97 days,1156,260.18,4,5,5,4.5,2601.8,Loyal,Upsell to premium plan + referral program,Premium
CUST864,89 days,44,15.26,4,1,1,2.5,152.6,At Risk,Win-back campaign + survey for feedback,Premium
CUST865,91 days,273,97.33,4,3,3,3.5,973.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST866,104 days,986,246.38,3,5,5,4.0,2463.8,Loyal,Upsell to premium plan + referral program,Premium
CUST867,79 days,1113,409.84,5,5,5,5.0,4098.4,VIP,Offer exclusive content + loyalty rewards,Standard
CUST868,316 days,49,10.49,1,1,1,1.0,104.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST869,352 days,210,65.7,1,2,2,1.5,657.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST870,76 days,93,31.2,5,2,2,3.5,312.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST871,429 days,488,135.54,1,4,4,2.5,1355.4,At Risk,Win-back campaign + survey for feedback,Premium
CUST872,79 days,189,48.58,5,2,2,3.5,485.8,Average,Re-engagement emails + limited-time discounts,Premium
CUST873,95 days,468,89.13,4,4,3,3.8,891.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST874,93 days,741,130.93,4,5,4,4.3,1309.3,Loyal,Upsell to premium plan + referral program,Basic
CUST875,203 days,47,10.79,2,1,1,1.5,107.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST876,249 days,64,14.76,1,1,1,1.0,147.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST877,181 days,686,159.28,2,5,4,3.3,1592.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST878,102 days,864,282.25,3,5,5,4.0,2822.5,Loyal,Upsell to premium plan + referral program,Standard
CUST879,234 days,400,72.99,2,3,3,2.5,729.9,At Risk,Win-back campaign + survey for feedback,Basic
CUST880,79 days,731,195.37,5,5,5,5.0,1953.7,VIP,Offer exclusive content + loyalty rewards,Standard
CUST881,405 days,88,19.78,1,2,1,1.3,197.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST882,83 days,306,104.65,5,3,3,4.0,1046.5,Loyal,Upsell to premium plan + referral program,Premium
CUST883,94 days,320,93.45,4,3,3,3.5,934.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST884,89 days,160,47.51,4,2,2,3.0,475.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST885,243 days,576,265.38,1,4,5,2.7,2653.8,At Risk,Win-back campaign + survey for feedback,Standard
CUST886,81 days,434,106.35,5,3,3,4.0,1063.5,Loyal,Upsell to premium plan + referral program,Basic
CUST887,177 days,330,254.69,2,3,5,2.9,2546.9,At Risk,Win-back campaign + survey for feedback,Premium
CUST888,91 days,374,304.4,4,3,5,3.9,3044.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST889,246 days,527,376.13,1,4,5,2.7,3761.3,At Risk,Win-back campaign + survey for feedback,Standard
CUST890,195 days,51,11.51,2,1,1,1.5,115.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST891,317 days,270,72.01,1,3,3,2.0,720.1,At Risk,Win-back campaign + survey for feedback,Standard
CUST892,82 days,624,136.59,5,4,4,4.5,1365.9,Loyal,Upsell to premium plan + referral program,Standard
CUST893,89 days,616,156.03,4,4,4,4.0,1560.3,Loyal,Upsell to premium plan + referral program,Standard
CUST894,90 days,30,7.61,4,1,1,2.5,76.1,At Risk,Win-back campaign + survey for feedback,Basic
CUST895,209 days,560,173.83,2,4,4,3.0,1738.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST896,92 days,704,156.83,4,5,4,4.3,1568.3,Loyal,Upsell to premium plan + referral program,Basic
CUST897,84 days,624,142.19,5,4,4,4.5,1421.9,Loyal,Upsell to premium plan + referral program,Standard
CUST898,97 days,464,121.52,4,4,4,4.0,1215.2,Loyal,Upsell to premium plan + referral program,Basic
CUST899,90 days,1166,221.28,4,5,5,4.5,2212.8,Loyal,Upsell to premium plan + referral program,Standard
CUST900,209 days,754,207.92,2,5,5,3.5,2079.2,Average,Re-engagement emails + limited-time discounts,Premium
CUST901,77 days,276,66.35,5,3,3,4.0,663.5,Loyal,Upsell to premium plan + referral program,Premium
CUST902,170 days,374,127.95,2,3,4,2.7,1279.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST903,88 days,756,156.41,4,5,4,4.3,1564.1,Loyal,Upsell to premium plan + referral program,Standard
CUST904,102 days,400,75.62,3,3,3,3.0,756.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST905,95 days,612,203.35,4,4,5,4.2,2033.5,Loyal,Upsell to premium plan + referral program,Standard
CUST906,98 days,1100,321.13,3,5,5,4.0,3211.3,Loyal,Upsell to premium plan + referral program,Premium
CUST907,83 days,726,316.95,5,5,5,5.0,3169.5,VIP,Offer exclusive content + loyalty rewards,Basic
CUST908,243 days,260,49.71,1,3,2,1.8,497.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST909,90 days,180,46.33,4,2,2,3.0,463.3,Average,Re-engagement emails + limited-time discounts,Premium
CUST910,299 days,880,257.73,1,5,5,3.0,2577.3,Average,Re-engagement emails + limited-time discounts,Premium
CUST911,76 days,740,151.29,5,5,4,4.8,1512.9,VIP,Offer exclusive content + loyalty rewards,Basic
CUST912,96 days,150,35.26,4,2,2,3.0,352.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST913,196 days,414,116.45,2,3,3,2.5,1164.5,At Risk,Win-back campaign + survey for feedback,Basic
CUST914,78 days,420,134.84,5,3,4,4.2,1348.4,Loyal,Upsell to premium plan + referral program,Basic
CUST915,92 days,732,195.31,4,5,5,4.5,1953.1,Loyal,Upsell to premium plan + referral program,Premium
CUST916,103 days,884,209.21,3,5,5,4.0,2092.1,Loyal,Upsell to premium plan + referral program,Premium
CUST917,94 days,396,94.29,4,3,3,3.5,942.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST918,118 days,33,7.55,2,1,1,1.5,75.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST919,105 days,406,121.5,3,3,4,3.2,1215.0,Average,Re-engagement emails + limited-time discounts,Premium
CUST920,252 days,442,140.09,1,4,4,2.5,1400.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST921,97 days,33,11.85,4,1,1,2.5,118.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST922,88 days,336,85.88,4,3,3,3.5,858.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST923,291 days,111,21.96,1,2,2,1.5,219.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST924,80 days,533,142.18,5,4,4,4.5,1421.8,Loyal,Upsell to premium plan + referral program,Standard
CUST925,285 days,780,152.41,1,5,4,2.8,1524.1,At Risk,Win-back campaign + survey for feedback,Standard
CUST926,81 days,320,60.71,5,3,2,3.8,607.1,Average,Re-engagement emails + limited-time discounts,Basic
CUST927,190 days,170,34.63,2,2,2,2.0,346.3,At Risk,Win-back campaign + survey for feedback,Basic
CUST928,97 days,476,124.4,4,4,4,4.0,1244.0,Loyal,Upsell to premium plan + referral program,Basic
CUST929,77 days,253,74.85,5,3,3,4.0,748.5,Loyal,Upsell to premium plan + referral program,Basic
CUST930,210 days,34,9.93,2,1,1,1.5,99.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST931,234 days,288,88.27,2,3,3,2.5,882.7,At Risk,Win-back campaign + survey for feedback,Premium
CUST932,103 days,96,20.95,3,2,1,2.3,209.5,At Risk,Win-back campaign + survey for feedback,Basic
CUST933,102 days,116,29.02,3,2,2,2.5,290.2,At Risk,Win-back campaign + survey for feedback,Basic
CUST934,254 days,270,63.76,1,3,2,1.8,637.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST935,237 days,345,83.08,1,3,3,2.0,830.8,At Risk,Win-back campaign + survey for feedback,Premium
CUST936,385 days,504,137.12,1,4,4,2.5,1371.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST937,249 days,99,34.31,1,2,2,1.5,343.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST938,428 days,100,21.95,1,2,2,1.5,219.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST939,252 days,288,68.13,1,3,3,2.0,681.3,At Risk,Win-back campaign + survey for feedback,Basic
CUST940,86 days,40,6.97,5,1,1,3.0,69.7,Average,Re-engagement emails + limited-time discounts,Basic
CUST941,82 days,592,174.09,5,4,4,4.5,1740.9,Loyal,Upsell to premium plan + referral program,Standard
CUST942,219 days,42,10.33,2,1,1,1.5,103.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST943,253 days,748,179.64,1,5,5,3.0,1796.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST944,86 days,196,39.94,5,2,2,3.5,399.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST945,104 days,441,101.55,3,3,3,3.0,1015.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST946,145 days,32,6.64,2,1,1,1.5,66.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST947,78 days,1248,253.43,5,5,5,5.0,2534.3,VIP,Offer exclusive content + loyalty rewards,Standard
CUST948,95 days,288,88.42,4,3,3,3.5,884.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST949,89 days,350,94.48,4,3,3,3.5,944.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST950,78 days,110,20.85,5,2,1,3.3,208.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST951,76 days,792,268.77,5,5,5,5.0,2687.7,VIP,Offer exclusive content + loyalty rewards,Premium
CUST952,101 days,260,84.34,3,3,3,3.0,843.4,Average,Re-engagement emails + limited-time discounts,Premium
CUST953,96 days,714,213.7,4,5,5,4.5,2137.0,Loyal,Upsell to premium plan + referral program,Standard
CUST954,166 days,64,13.85,2,1,1,1.5,138.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST955,92 days,156,28.0,4,2,2,3.0,280.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST956,107 days,62,16.59,2,1,1,1.5,165.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST957,326 days,111,33.85,1,2,2,1.5,338.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST958,83 days,494,151.75,5,4,4,4.5,1517.5,Loyal,Upsell to premium plan + referral program,Standard
CUST959,131 days,50,9.99,2,1,1,1.5,99.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST960,94 days,864,189.77,4,5,5,4.5,1897.7,Loyal,Upsell to premium plan + referral program,Standard
CUST961,417 days,70,15.29,1,1,1,1.0,152.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST962,78 days,507,84.44,5,4,3,4.3,844.4,Loyal,Upsell to premium plan + referral program,Basic
CUST963,225 days,264,63.16,2,3,2,2.3,631.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST964,200 days,390,168.2,2,3,4,2.7,1682.0,At Risk,Win-back campaign + survey for feedback,Premium
CUST965,80 days,377,91.27,5,3,3,4.0,912.7,Loyal,Upsell to premium plan + referral program,Basic
CUST966,102 days,120,34.05,3,2,2,2.5,340.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST967,209 days,34,10.73,2,1,1,1.5,107.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST968,185 days,816,283.76,2,5,5,3.5,2837.6,Average,Re-engagement emails + limited-time discounts,Premium
CUST969,84 days,660,148.74,5,4,4,4.5,1487.4,Loyal,Upsell to premium plan + referral program,Basic
